PWM	Mouse_Gene_Name	Name_Human	ID	Superclass	Class	Family	Subfamily	References
BU0061.Sox11_primary	Sox11	SOX11	SOX11_001	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	SOX-related.factors	Group.C	Badis G et al., Science 2009
MA0869.1.Sox11	Sox11	SOX11	SOX11_002	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	SOX-related.factors	Group.C	JASPAR 2016
SOX12.Ca9696.1.YY2017.HT-SE2	Sox12	SOX12	SOX12_002	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	SOX-related.factors	Group.C	Yin Y et al., Science 2017
BU0062.Sox12_primary	Sox12	SOX12	SOX12_001	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	SOX-related.factors	Group.C	Badis G et al., Science 2009
SOX12.Me9696.1.YY2017.HT-SE2	Sox12	SOX12	SOX12_003	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	SOX-related.factors	Group.C	Yin Y et al., Science 2017
TA0798_SOX18_full_dimer	Sox18	SOX18	SOX18_005	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	SOX-related.factors	Group.F	Jolma A and Taipale J et al., Cell 2013
TA0797_SOX18_full_dimer	Sox18	SOX18	SOX18_004	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	SOX-related.factors	Group.F	Jolma A and Taipale J et al., Cell 2013
TA0799_SOX18_full_dimer	Sox18	SOX18	SOX18_006	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	SOX-related.factors	Group.F	Jolma A and Taipale J et al., Cell 2013
BU0067.Sox18_primary	Sox18	SOX18	SOX18_001	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	SOX-related.factors	Group.F	Badis G et al., Science 2009
SOX18.Ca9701.1.YY2017.HT-SE2	Sox18	SOX18	SOX18_002	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	SOX-related.factors	Group.F	Yin Y et al., Science 2017
SOX18.Me9701.1.YY2017.HT-SE2	Sox18	SOX18	SOX18_003	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	SOX-related.factors	Group.F	Yin Y et al., Science 2017
BU0071.Sox4_primary	Sox4	SOX4	SOX4_001	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	SOX-related.factors	Group.C	Badis G et al., Science 2009
MA0867.1.SOX4	Sox4	SOX4	SOX4_002	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	SOX-related.factors	Group.C	JASPAR 2016
SOX4.Me9695.1.YY2017.HT-SE2	Sox4	SOX4	SOX4_005	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	SOX-related.factors	Group.C	Yin Y et al., Science 2017
SOX4.Ca9695.1.YY2017.HT-SE2	Sox4	SOX4	SOX4_004	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	SOX-related.factors	Group.C	Yin Y et al., Science 2017
SOX4_HUMAN.H11MO.0.B	Sox4	SOX4	SOX4_003	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	SOX-related.factors	Group.C	HOCOMOCO v11
SMiLE_SOX5	Sox5	SOX5	SOX5_003	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	SOX-related.factors	Group.D	Isakova A et al. Nat Methods. 2017
BU0072.Sox5_primary	Sox5	SOX5	SOX5_001	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	SOX-related.factors	Group.D	Badis G et al., Science 2009
MA0087.1.Sox5	Sox5	SOX5	SOX5_002	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	SOX-related.factors	Group.D	JASPAR 2014
SOX5_HUMAN.H11MO.0.C	Sox5	SOX5	SOX5_004	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	SOX-related.factors	Group.D	HOCOMOCO v11
MA0515.1.Sox6	Sox6	SOX6	SOX6_002	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	SOX-related.factors	Group.D	JASPAR 2014
SMiLE_SOX6	Sox6	SOX6	SOX6_003	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	SOX-related.factors	Group.D	Isakova A et al. Nat Methods. 2017
AJ_SOX6	Sox6	SOX6	SOX6_001	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	SOX-related.factors	Group.D	Jolma A et al., Nature, 2015
TA0811_SOX7_full_dimer	Sox7	SOX7	SOX7_004	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	SOX-related.factors	Group.F	Jolma A and Taipale J et al., Cell 2013
BU0073.Sox7_primary	Sox7	SOX7	SOX7_001	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	SOX-related.factors	Group.F	Badis G et al., Science 2009
TA0812_SOX7_full_dimer	Sox7	SOX7	SOX7_005	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	SOX-related.factors	Group.F	Jolma A and Taipale J et al., Cell 2013
SOX7.Me9700.1.YY2017.HT-SE2	Sox7	SOX7	SOX7_003	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	SOX-related.factors	Group.F	Yin Y et al., Science 2017
TA0813_SOX7_full_dimer	Sox7	SOX7	SOX7_006	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	SOX-related.factors	Group.F	Jolma A and Taipale J et al., Cell 2013
SOX7.Ca9700.1.YY2017.HT-SE2	Sox7	SOX7	SOX7_002	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	SOX-related.factors	Group.F	Yin Y et al., Science 2017
TA0166_SOX9_DBD_monomer	Sox9	SOX9	SOX9_005	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	SOX-related.factors	Group.E	Jolma A and Taipale J et al., Cell 2013
TA0827_SOX9_full_dimer	Sox9	SOX9	SOX9_011	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	SOX-related.factors	Group.E	Jolma A and Taipale J et al., Cell 2013
SOX9_HUMAN.H11MO.0.B	Sox9	SOX9	SOX9_002	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	SOX-related.factors	Group.E	HOCOMOCO v11
SOX9.Me9699.1.YY2017.HT-SE2	Sox9	SOX9	SOX9_004	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	SOX-related.factors	Group.E	Yin Y et al., Science 2017
TA0823_SOX9_full_dimer	Sox9	SOX9	SOX9_007	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	SOX-related.factors	Group.E	Jolma A and Taipale J et al., Cell 2013
SOX9.Ca9699.1.YY2017.HT-SE2	Sox9	SOX9	SOX9_003	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	SOX-related.factors	Group.E	Yin Y et al., Science 2017
MA0077.1.SOX9	Sox9	SOX9	SOX9_001	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	SOX-related.factors	Group.E	JASPAR 2014
TA0822_SOX9_full_dimer	Sox9	SOX9	SOX9_006	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	SOX-related.factors	Group.E	Jolma A and Taipale J et al., Cell 2013
TA0825_SOX9_full_dimer	Sox9	SOX9	SOX9_009	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	SOX-related.factors	Group.E	Jolma A and Taipale J et al., Cell 2013
TA0824_SOX9_full_dimer	Sox9	SOX9	SOX9_008	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	SOX-related.factors	Group.E	Jolma A and Taipale J et al., Cell 2013
TA0826_SOX9_full_dimer	Sox9	SOX9	SOX9_010	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	SOX-related.factors	Group.E	Jolma A and Taipale J et al., Cell 2013
SP1_HUMAN.H11MO.0.A	Sp1	SP1	SP1_003	Zinc-coordinating.DNA-binding.domains	C2H2.zinc.finger.factors	Three-zinc.finger.Kruppel-related.factors	Sp1-like.factors	HOCOMOCO v11
MA0079.3.SP1	Sp1	SP1	SP1_002	Zinc-coordinating.DNA-binding.domains	C2H2.zinc.finger.factors	Three-zinc.finger.Kruppel-related.factors	Sp1-like.factors	JASPAR 2014
TA0059_SP1_DBD_monomer	Sp1	SP1	SP1_005	Zinc-coordinating.DNA-binding.domains	C2H2.zinc.finger.factors	Three-zinc.finger.Kruppel-related.factors	Sp1-like.factors	Jolma A and Taipale J et al., Cell 2013
SP1.Ca9534.1.YY2017.HT-SE2	Sp1	SP1	SP1_004	Zinc-coordinating.DNA-binding.domains	C2H2.zinc.finger.factors	Three-zinc.finger.Kruppel-related.factors	Sp1-like.factors	Yin Y et al., Science 2017
MA0079.2.SP1	Sp1	SP1	SP1_001	Zinc-coordinating.DNA-binding.domains	C2H2.zinc.finger.factors	Three-zinc.finger.Kruppel-related.factors	Sp1-like.factors	JASPAR 2014
MA0746.1.SP3	Sp3	SP3	SP3_001	Zinc-coordinating.DNA-binding.domains	C2H2.zinc.finger.factors	Three-zinc.finger.Kruppel-related.factors	Sp1-like.factors	JASPAR 2016
SP3.Ca9533.1.YY2017.HT-SE2	Sp3	SP3	SP3_003	Zinc-coordinating.DNA-binding.domains	C2H2.zinc.finger.factors	Three-zinc.finger.Kruppel-related.factors	Sp1-like.factors	Yin Y et al., Science 2017
SP3.Me9533.1.YY2017.HT-SE2	Sp3	SP3	SP3_004	Zinc-coordinating.DNA-binding.domains	C2H2.zinc.finger.factors	Three-zinc.finger.Kruppel-related.factors	Sp1-like.factors	Yin Y et al., Science 2017
SP3_HUMAN.H11MO.0.B	Sp3	SP3	SP3_002	Zinc-coordinating.DNA-binding.domains	C2H2.zinc.finger.factors	Three-zinc.finger.Kruppel-related.factors	Sp1-like.factors	HOCOMOCO v11
MA0685.1.SP4	Sp4	SP4	SP4_002	Zinc-coordinating.DNA-binding.domains	C2H2.zinc.finger.factors	Three-zinc.finger.Kruppel-related.factors	Sp1-like.factors	JASPAR 2016
BU0076.Sp4_primary	Sp4	SP4	SP4_001	Zinc-coordinating.DNA-binding.domains	C2H2.zinc.finger.factors	Three-zinc.finger.Kruppel-related.factors	Sp1-like.factors	Badis G et al., Science 2009
SMiLE_SP4	Sp4	SP4	SP4_003	Zinc-coordinating.DNA-binding.domains	C2H2.zinc.finger.factors	Three-zinc.finger.Kruppel-related.factors	Sp1-like.factors	Isakova A et al. Nat Methods. 2017
SP4_HUMAN.H11MO.0.A	Sp4	SP4	SP4_004	Zinc-coordinating.DNA-binding.domains	C2H2.zinc.finger.factors	Three-zinc.finger.Kruppel-related.factors	Sp1-like.factors	HOCOMOCO v11
MA0595.1.SREBF1	Srebf1	SREBF1	SREBF1_001	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	bHLH-ZIP.factors	SREBP.factors	JASPAR 2014
SREBF1.Me9851.2.YY2017.HT-SE2	Srebf1	SREBF1	SREBF1_007	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	bHLH-ZIP.factors	SREBP.factors	Yin Y et al., Science 2017
MA0829.1.Srebf1.var.2	Srebf1	SREBF1	SREBF1_002	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	bHLH-ZIP.factors	SREBP.factors	JASPAR 2016
SREBF1.Ca9851.2.YY2017.HT-SE2	Srebf1	SREBF1	SREBF1_005	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	bHLH-ZIP.factors	SREBP.factors	Yin Y et al., Science 2017
SREBF1.Ca9851.1.YY2017.HT-SE2	Srebf1	SREBF1	SREBF1_004	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	bHLH-ZIP.factors	SREBP.factors	Yin Y et al., Science 2017
SREBF1.Me9851.1.YY2017.HT-SE2	Srebf1	SREBF1	SREBF1_006	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	bHLH-ZIP.factors	SREBP.factors	Yin Y et al., Science 2017
SRBP1_HUMAN.H11MO.0.A	Srebf1	SREBF1	SREBF1_003	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	bHLH-ZIP.factors	SREBP.factors	HOCOMOCO v11
MA0596.1.SREBF2	Srebf2	SREBF2	SREBF2_001	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	bHLH-ZIP.factors	SREBP.factors	JASPAR 2014
SREBF2.Me9850.1.YY2017.HT-SE2	Srebf2	SREBF2	SREBF2_006	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	bHLH-ZIP.factors	SREBP.factors	Yin Y et al., Science 2017
SREBF2.Ca9850.1.YY2017.HT-SE2	Srebf2	SREBF2	SREBF2_004	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	bHLH-ZIP.factors	SREBP.factors	Yin Y et al., Science 2017
SREBF2.Ca9850.2.YY2017.HT-SE2	Srebf2	SREBF2	SREBF2_005	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	bHLH-ZIP.factors	SREBP.factors	Yin Y et al., Science 2017
SREBF2.Me9850.2.YY2017.HT-SE2	Srebf2	SREBF2	SREBF2_007	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	bHLH-ZIP.factors	SREBP.factors	Yin Y et al., Science 2017
SRBP2_HUMAN.H11MO.0.B	Srebf2	SREBF2	SREBF2_003	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	bHLH-ZIP.factors	SREBP.factors	HOCOMOCO v11
MA0828.1.SREBF2.var.2	Srebf2	SREBF2	SREBF2_002	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	bHLH-ZIP.factors	SREBP.factors	JASPAR 2016
SRF_HUMAN.H11MO.0.A	Srf	SRF	SRF_005	alpha-Helices.exposed.by.beta-structures	MADS.box.factors	Responders.to.external.signals.(SRF/RLM1)	Unclassified	HOCOMOCO v11
MA0083.3.SRF	Srf	SRF	SRF_004	alpha-Helices.exposed.by.beta-structures	MADS.box.factors	Responders.to.external.signals.(SRF/RLM1)	Unclassified	JASPAR 2016
TA0189_SRF_DBD_dimer	Srf	SRF	SRF_008	alpha-Helices.exposed.by.beta-structures	MADS.box.factors	Responders.to.external.signals.(SRF/RLM1)	Unclassified	Jolma A and Taipale J et al., Cell 2013
MA0083.2.SRF	Srf	SRF	SRF_003	alpha-Helices.exposed.by.beta-structures	MADS.box.factors	Responders.to.external.signals.(SRF/RLM1)	Unclassified	JASPAR 2014
SRF.Me9677.1.YY2017.HT-SE2	Srf	SRF	SRF_007	alpha-Helices.exposed.by.beta-structures	MADS.box.factors	Responders.to.external.signals.(SRF/RLM1)	Unclassified	Yin Y et al., Science 2017
MA0083.1.SRF	Srf	SRF	SRF_002	alpha-Helices.exposed.by.beta-structures	MADS.box.factors	Responders.to.external.signals.(SRF/RLM1)	Unclassified	JASPAR 2014
SRF.Ca9677.1.YY2017.HT-SE2	Srf	SRF	SRF_006	alpha-Helices.exposed.by.beta-structures	MADS.box.factors	Responders.to.external.signals.(SRF/RLM1)	Unclassified	Yin Y et al., Science 2017
BU0078.Srf_primary	Srf	SRF	SRF_001	alpha-Helices.exposed.by.beta-structures	MADS.box.factors	Responders.to.external.signals.(SRF/RLM1)	Unclassified	Badis G et al., Science 2009
STAT1_HUMAN.H11MO.0.A	Stat1	STAT1	STAT1_004	Immunoglobulin.fold	STAT.domain.factors	STAT.factors	Unclassified	HOCOMOCO v11
MA0137.3.STAT1	Stat1	STAT1	STAT1_003	Immunoglobulin.fold	STAT.domain.factors	STAT.factors	Unclassified	JASPAR 2014
MA0137.1.STAT1	Stat1	STAT1	STAT1_001	Immunoglobulin.fold	STAT.domain.factors	STAT.factors	Unclassified	JASPAR 2014
MA0137.2.STAT1	Stat1	STAT1	STAT1_002	Immunoglobulin.fold	STAT.domain.factors	STAT.factors	Unclassified	JASPAR 2014
STAT2_HUMAN.H11MO.0.A	Stat2	STAT2	STAT2_001	Immunoglobulin.fold	STAT.domain.factors	STAT.factors	Unclassified	HOCOMOCO v11
STAT3_HUMAN.H11MO.0.A	Stat3	STAT3	STAT3_003	Immunoglobulin.fold	STAT.domain.factors	STAT.factors	Unclassified	HOCOMOCO v11
MA0144.2.STAT3	Stat3	STAT3	STAT3_002	Immunoglobulin.fold	STAT.domain.factors	STAT.factors	Unclassified	JASPAR 2014
MA0144.1.Stat3	Stat3	STAT3	STAT3_001	Immunoglobulin.fold	STAT.domain.factors	STAT.factors	Unclassified	JASPAR 2014
STA5A_HUMAN.H11MO.0.A	Stat5a	STAT5A	STAT5A_001	Immunoglobulin.fold	STAT.domain.factors	STAT.factors	Unclassified	HOCOMOCO v11
STA5B_HUMAN.H11MO.0.A	Stat5b	STAT5B	STAT5B_001	Immunoglobulin.fold	STAT.domain.factors	STAT.factors	Unclassified	HOCOMOCO v11
MA0520.1.Stat6	Stat6	STAT6	STAT6_001	Immunoglobulin.fold	STAT.domain.factors	STAT.factors	Unclassified	JASPAR 2014
STAT6_HUMAN.H11MO.0.B	Stat6	STAT6	STAT6_002	Immunoglobulin.fold	STAT.domain.factors	STAT.factors	Unclassified	HOCOMOCO v11
TAL1_HUMAN.H11MO.0.A	Tal1	TAL1	TAL1_001	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	Tal-related.factors	Tal/HEN-like.factors	HOCOMOCO v11
BU0080.Tbp_primary	Tbp	TBP	TBP_002	beta-Sheet.binding.to.DNA	TATA-binding.proteins	TBP-related.factors	Unclassified	Badis G et al., Science 2009
MA0108.2.TBP	Tbp	TBP	TBP_004	beta-Sheet.binding.to.DNA	TATA-binding.proteins	TBP-related.factors	Unclassified	JASPAR 2014
MA0108.1.TBP	Tbp	TBP	TBP_003	beta-Sheet.binding.to.DNA	TATA-binding.proteins	TBP-related.factors	Unclassified	JASPAR 2014
TBP_HUMAN.H11MO.0.A	Tbp	TBP	TBP_005	beta-Sheet.binding.to.DNA	TATA-binding.proteins	TBP-related.factors	Unclassified	HOCOMOCO v11
BMC_TATA_box	Tbp	TBP	TBP_001	beta-Sheet.binding.to.DNA	TATA-binding.proteins	TBP-related.factors	Unclassified	Jin VX et al., BMC Bioinformatics 2006
TBX18.Ca9585.1.YY2017.HT-SE2	Tbx18	TBX18	TBX18_001	Immunoglobulin.fold	T-Box.factors	TBX1-related.factors	Unclassified	Yin Y et al., Science 2017
TBX18.Me9585.1.YY2017.HT-SE2	Tbx18	TBX18	TBX18_002	Immunoglobulin.fold	T-Box.factors	TBX1-related.factors	Unclassified	Yin Y et al., Science 2017
TBX20.Ca9587.4.YY2017.HT-SE2	Tbx20	TBX20	TBX20_010	Immunoglobulin.fold	T-Box.factors	TBX1-related.factors	Unclassified	Yin Y et al., Science 2017
TBX20.Ca9587.3.YY2017.HT-SE2	Tbx20	TBX20	TBX20_009	Immunoglobulin.fold	T-Box.factors	TBX1-related.factors	Unclassified	Yin Y et al., Science 2017
TBX20.Ca9587.2.YY2017.HT-SE2	Tbx20	TBX20	TBX20_008	Immunoglobulin.fold	T-Box.factors	TBX1-related.factors	Unclassified	Yin Y et al., Science 2017
TBX20.Me9587.1.YY2017.HT-SE2	Tbx20	TBX20	TBX20_011	Immunoglobulin.fold	T-Box.factors	TBX1-related.factors	Unclassified	Yin Y et al., Science 2017
TA0302_TBX20_DBD_monomer	Tbx20	TBX20	TBX20_004	Immunoglobulin.fold	T-Box.factors	TBX1-related.factors	Unclassified	Jolma A and Taipale J et al., Cell 2013
TBX20.Me9587.2.YY2017.HT-SE2	Tbx20	TBX20	TBX20_012	Immunoglobulin.fold	T-Box.factors	TBX1-related.factors	Unclassified	Yin Y et al., Science 2017
TBX20.Ca9587.1.YY2017.HT-SE2	Tbx20	TBX20	TBX20_007	Immunoglobulin.fold	T-Box.factors	TBX1-related.factors	Unclassified	Yin Y et al., Science 2017
TBX20.Me9587.3.YY2017.HT-SE2	Tbx20	TBX20	TBX20_013	Immunoglobulin.fold	T-Box.factors	TBX1-related.factors	Unclassified	Yin Y et al., Science 2017
MA0689.1.TBX20	Tbx20	TBX20	TBX20_001	Immunoglobulin.fold	T-Box.factors	TBX1-related.factors	Unclassified	JASPAR 2016
TA0845_TBX20_full_dimer	Tbx20	TBX20	TBX20_005	Immunoglobulin.fold	T-Box.factors	TBX1-related.factors	Unclassified	Jolma A and Taipale J et al., Cell 2013
TBX20.Me9587.4.YY2017.HT-SE2	Tbx20	TBX20	TBX20_014	Immunoglobulin.fold	T-Box.factors	TBX1-related.factors	Unclassified	Yin Y et al., Science 2017
TBX20_MOUSE.H11MO.0.C	Tbx20	TBX20	TBX20_006	Immunoglobulin.fold	T-Box.factors	TBX1-related.factors	Unclassified	HOCOMOCO v11
TA0301_TBX20_DBD_dimer	Tbx20	TBX20	TBX20_003	Immunoglobulin.fold	T-Box.factors	TBX1-related.factors	Unclassified	Jolma A and Taipale J et al., Cell 2013
TA0300_TBX20_DBD_dimer	Tbx20	TBX20	TBX20_002	Immunoglobulin.fold	T-Box.factors	TBX1-related.factors	Unclassified	Jolma A and Taipale J et al., Cell 2013
TBX3.Ca9589.1.YY2017.HT-SE2	Tbx3	TBX3	TBX3_003	Immunoglobulin.fold	T-Box.factors	TBX2-related.factors	Unclassified	Yin Y et al., Science 2017
TBX3_HUMAN.H11MO.0.C	Tbx3	TBX3	TBX3_002	Immunoglobulin.fold	T-Box.factors	TBX2-related.factors	Unclassified	HOCOMOCO v11
TBX3.Me9589.1.YY2017.HT-SE2	Tbx3	TBX3	TBX3_004	Immunoglobulin.fold	T-Box.factors	TBX2-related.factors	Unclassified	Yin Y et al., Science 2017
AJ_TBX3	Tbx3	TBX3	TBX3_001	Immunoglobulin.fold	T-Box.factors	TBX2-related.factors	Unclassified	Jolma A et al., Nature, 2015
TA0315_TBX5_DBD_dimer	Tbx5	TBX5	TBX5_002	Immunoglobulin.fold	T-Box.factors	TBX2-related.factors	Unclassified	Jolma A and Taipale J et al., Cell 2013
MA0807.1.TBX5	Tbx5	TBX5	TBX5_001	Immunoglobulin.fold	T-Box.factors	TBX2-related.factors	Unclassified	JASPAR 2016
MA0521.1.Tcf12	Tcf12	TCF12	TCF12_002	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	E2A-related.factors	Unclassified	JASPAR 2014
TCF12.Me9827.1.YY2017.HT-SE2	Tcf12	TCF12	TCF12_004	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	E2A-related.factors	Unclassified	Yin Y et al., Science 2017
HTF4_HUMAN.H11MO.0.A	Tcf12	TCF12	TCF12_001	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	E2A-related.factors	Unclassified	HOCOMOCO v11
TCF12.Ca9827.1.YY2017.HT-SE2	Tcf12	TCF12	TCF12_003	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	E2A-related.factors	Unclassified	Yin Y et al., Science 2017
TCF21.Ca9832.1.YY2017.HT-SE2	Tcf21	TCF21	TCF21_002	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	Tal-related.factors	Mesp-like.factors	Yin Y et al., Science 2017
TCF21.Me9832.1.YY2017.HT-SE2	Tcf21	TCF21	TCF21_004	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	Tal-related.factors	Mesp-like.factors	Yin Y et al., Science 2017
TCF21.Me9832.2.YY2017.HT-SE2	Tcf21	TCF21	TCF21_005	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	Tal-related.factors	Mesp-like.factors	Yin Y et al., Science 2017
MA0832.1.Tcf21	Tcf21	TCF21	TCF21_001	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	Tal-related.factors	Mesp-like.factors	JASPAR 2016
TCF21.Ca9832.2.YY2017.HT-SE2	Tcf21	TCF21	TCF21_003	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	Tal-related.factors	Mesp-like.factors	Yin Y et al., Science 2017
MA0522.2.TCF3	Tcf3	TCF3	TCF3_004	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	E2A-related.factors	Unclassified	JASPAR 2016
BU0089.Tcfe2a_primary	Tcf3	TCF3	TCF3_002	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	E2A-related.factors	Unclassified	Badis G et al., Science 2009
TFE2_HUMAN.H11MO.0.A	Tcf3	TCF3	TCF3_005	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	E2A-related.factors	Unclassified	HOCOMOCO v11
BU0082.Tcf3_primary	Tcf3	TCF3	TCF3_001	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	E2A-related.factors	Unclassified	Badis G et al., Science 2009
MA0522.1.Tcf3	Tcf3	TCF3	TCF3_003	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	E2A-related.factors	Unclassified	JASPAR 2014
MA0830.1.TCF4	Tcf4	TCF4	TCF4_002	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	E2A-related.factors	Unclassified	JASPAR 2016
ITF2_HUMAN.H11MO.0.C	Tcf4	TCF4	TCF4_001	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	E2A-related.factors	Unclassified	HOCOMOCO v11
TA0376_TCF4_full_dimer	Tcf4	TCF4	TCF4_003	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	E2A-related.factors	Unclassified	Jolma A and Taipale J et al., Cell 2013
TCF4.Ca9828.1.YY2017.HT-SE2	Tcf4	TCF4	TCF4_004	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	E2A-related.factors	Unclassified	Yin Y et al., Science 2017
TCF4.Me9828.1.YY2017.HT-SE2	Tcf4	TCF4	TCF4_005	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	E2A-related.factors	Unclassified	Yin Y et al., Science 2017
TCF7_HUMAN.H11MO.0.A	Tcf7	TCF7	TCF7_005	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	TCF-7-related.factors	Unclassified	HOCOMOCO v11
BU0081.Tcf1_primary	Tcf7	TCF7	TCF7_001	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	TCF-7-related.factors	Unclassified	Badis G et al., Science 2009
SMiLE_TCF7	Tcf7	TCF7	TCF7_004	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	TCF-7-related.factors	Unclassified	Isakova A et al. Nat Methods. 2017
BU0083.Tcf7_primary	Tcf7	TCF7	TCF7_002	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	TCF-7-related.factors	Unclassified	Badis G et al., Science 2009
TCF7.Me9706.1.YY2017.HT-SE2	Tcf7	TCF7	TCF7_008	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	TCF-7-related.factors	Unclassified	Yin Y et al., Science 2017
TCF7.Ca9706.2.YY2017.HT-SE2	Tcf7	TCF7	TCF7_007	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	TCF-7-related.factors	Unclassified	Yin Y et al., Science 2017
TCF7.Me9706.2.YY2017.HT-SE2	Tcf7	TCF7	TCF7_009	Other.all-alpha-helical.DNA-binding.domains	High-mobility.group.(HMG).domain.factors	TCF-7-related.factors	Unclassified	Yin Y et al., Science 2017
